Grasp24
Date:,2025/04/16
Time:,10:55:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
37,902.733398,859.064941,64.566849,765.452209,888.894165,35.700073,1071.279419,944.057068,270.508911,822.822388,820.913940,34.993866,1075.982666,907.317688,451.366058,,,,,,,,,,,,,,,,,,
38,902.779907,859.012329,64.543114,765.269714,888.841125,35.835888,1071.311157,943.975098,270.530762,822.827881,820.921265,34.985256,1076.060303,907.321960,451.405182,,,,,,,,,,,,,,,,,,
39,902.789063,859.057556,64.515106,765.372375,888.874878,35.776760,1071.326172,944.056152,270.510315,822.828979,820.911255,34.911266,1076.101440,907.312195,451.401215,,,,,,,,,,,,,,,,,,
40,902.790344,859.016052,64.531769,765.433899,888.869019,35.724895,1071.435669,943.982117,270.530396,822.908569,820.923950,34.812874,1076.007935,907.266907,451.401062,,,,,,,,,,,,,,,,,,
41,902.827454,859.049011,64.573257,765.274414,888.849487,35.859695,1071.415894,943.967957,270.485565,822.985840,820.944153,34.777889,1075.965576,907.257690,451.415863,,,,,,,,,,,,,,,,,,
42,902.834351,859.058044,64.579933,765.167969,888.839966,35.974792,1071.382446,943.934265,270.517487,822.939819,820.944275,34.822956,1076.036743,907.208435,451.427795,,,,,,,,,,,,,,,,,,
43,902.832214,859.056885,64.576851,765.147766,888.838806,36.002640,1071.431885,943.906067,270.525909,822.901733,820.922607,34.823685,1076.156982,907.205139,451.435791,,,,,,,,,,,,,,,,,,
44,902.723450,859.114624,64.577995,765.297119,888.791382,35.799217,1071.305298,943.932251,270.473022,822.931580,820.934326,34.910301,1076.109619,907.115051,451.380829,,,,,,,,,,,,,,,,,,
45,902.721863,859.106812,64.611252,765.449707,888.869263,35.732265,1071.318115,943.958984,270.470825,822.919739,820.924377,34.938919,1076.131592,907.094543,451.435181,,,,,,,,,,,,,,,,,,
46,902.775146,859.069214,64.531860,765.318176,888.769958,35.852711,1071.336060,943.961060,270.478149,822.885437,820.911377,34.926174,1076.168823,907.107422,451.415741,,,,,,,,,,,,,,,,,,
47,902.751038,859.097168,64.598274,765.348450,888.842834,35.787262,1071.379150,943.896423,270.523315,822.876038,820.913818,34.861603,1076.154053,907.105713,451.435944,,,,,,,,,,,,,,,,,,
48,902.818359,859.061768,64.588081,765.429565,888.887451,35.760208,1071.348267,943.948059,270.489594,822.873901,820.916687,34.863525,1076.099731,907.145630,451.425995,,,,,,,,,,,,,,,,,,
49,902.773804,859.054382,64.527588,765.227661,888.842590,35.901783,1071.317505,943.828918,270.449280,822.879456,820.924683,34.882786,1076.145020,907.092651,451.465057,,,,,,,,,,,,,,,,,,
50,902.777588,859.054443,64.611343,765.101929,888.820068,36.025928,1071.338623,943.814514,270.444305,822.876221,820.910583,34.847496,1076.184570,906.997498,451.413208,,,,,,,,,,,,,,,,,,
51,902.680298,858.936401,64.904068,765.261597,888.847473,35.882259,1071.301025,943.819519,270.452301,822.883789,820.909485,34.826851,1076.201050,906.981140,451.388977,,,,,,,,,,,,,,,,,,
52,902.652100,858.914185,64.971611,765.299377,888.838135,35.805954,1071.324219,943.761475,270.460419,822.872314,820.918457,34.877930,1076.177612,907.000610,451.372437,,,,,,,,,,,,,,,,,,
53,902.660828,858.924072,64.945137,765.238037,888.843689,35.889729,1071.343872,943.811768,270.458710,822.887390,820.912964,34.947258,1076.245117,906.961243,451.442963,,,,,,,,,,,,,,,,,,
54,902.674927,858.929932,64.930016,765.302368,888.878052,35.795677,1071.388428,943.766602,270.489838,822.859375,820.918274,34.935493,1076.270752,906.862427,451.429596,,,,,,,,,,,,,,,,,,
55,902.702271,859.051392,64.647820,765.388977,888.887268,35.746548,1071.390503,943.698547,270.487122,822.869263,820.914673,34.937134,1076.252319,906.857544,451.397858,,,,,,,,,,,,,,,,,,
56,902.681641,858.948303,64.864098,765.408020,888.898804,35.769070,1071.384277,943.737854,270.518982,822.852539,820.911743,34.914879,1076.288208,906.834534,451.427948,,,,,,,,,,,,,,,,,,
57,902.713074,859.050110,64.660316,765.364868,888.893738,35.741909,1071.387939,943.756470,270.505676,822.873657,820.914246,34.928940,1076.298462,906.830994,451.434113,,,,,,,,,,,,,,,,,,
58,902.717468,859.117798,64.607346,765.381104,888.868530,35.731197,1071.388672,943.756104,270.499573,822.951172,820.934265,34.957306,1076.295410,906.864746,451.442352,,,,,,,,,,,,,,,,,,
59,902.685303,858.946350,64.849106,765.445251,888.899658,35.734921,1071.380005,943.695251,270.504242,822.898315,820.914734,34.850189,1076.275024,906.797058,451.403717,,,,,,,,,,,,,,,,,,
60,902.715698,859.036682,64.639084,765.270691,888.857300,35.872990,1071.431885,943.673706,270.580322,822.923950,820.925842,34.890144,1076.297241,906.764404,451.411194,,,,,,,,,,,,,,,,,,
61,902.779907,859.061584,64.606033,765.146179,888.819214,35.960377,1071.369385,943.638611,270.512939,822.887146,820.912170,34.846432,1076.363159,906.732056,451.463226,,,,,,,,,,,,,,,,,,
62,902.701904,858.974915,64.849701,765.360046,888.879883,35.858791,1071.342651,943.668762,270.502014,822.911377,820.929138,34.818039,1076.376831,906.729492,451.468719,,,,,,,,,,,,,,,,,,
63,902.762268,859.085388,64.717323,765.478516,888.903625,35.750336,1071.425781,943.636963,270.578461,822.902527,820.919983,34.810219,1076.317993,906.739380,451.483917,,,,,,,,,,,,,,,,,,
64,902.790405,859.105347,64.623047,765.297485,888.858337,35.841251,1071.382324,943.595520,270.480286,822.915161,820.916443,34.897194,1076.314087,906.728699,451.515930,,,,,,,,,,,,,,,,,,
65,902.791443,859.062805,64.622307,765.356079,888.862488,35.816635,1071.346680,943.626892,270.487732,822.884460,820.915100,34.869820,1076.320190,906.725830,451.518890,,,,,,,,,,,,,,,,,,
66,902.696960,859.091370,64.660927,765.267700,888.847229,35.913860,1071.352539,943.628052,270.524109,822.907837,820.929443,34.827129,1076.395386,906.664917,451.447510,,,,,,,,,,,,,,,,,,
67,902.680176,859.137939,64.671455,765.296814,888.841125,35.870640,1071.436523,943.725891,270.604034,822.880005,820.824463,34.830612,1076.317749,906.660828,451.397369,,,,,,,,,,,,,,,,,,
68,902.766785,859.065674,64.638542,765.237793,888.746094,35.863457,1071.455566,943.741821,270.619751,822.901794,820.902344,34.834652,1076.275513,906.676331,451.440552,,,,,,,,,,,,,,,,,,
69,902.744446,859.097656,64.576332,765.250061,888.810608,35.934788,1071.491455,943.679626,270.643097,822.872620,820.826660,34.844276,1076.229370,906.711243,451.408844,,,,,,,,,,,,,,,,,,
70,902.780457,859.099915,64.616043,765.351563,888.861755,35.839325,1071.365112,943.766418,270.618744,822.868652,820.792297,34.890480,1076.275635,906.678650,451.459869,,,,,,,,,,,,,,,,,,
71,902.697021,858.976196,64.859459,765.471191,888.890503,35.716866,1071.422852,943.744812,270.606964,822.915466,820.913147,34.842621,1076.291870,906.669312,451.468048,,,,,,,,,,,,,,,,,,
72,902.710388,859.083557,64.642715,765.439209,888.790039,35.735439,1071.452148,943.719910,270.562256,822.907654,820.846313,34.811836,1076.275391,906.594055,451.422394,,,,,,,,,,,,,,,,,,
73,902.781982,859.105652,64.604797,765.407593,888.870300,35.768646,1071.503662,943.705200,270.628235,822.867371,820.800049,34.842026,1076.282104,906.552979,451.346741,,,,,,,,,,,,,,,,,,
74,902.730286,859.100098,64.573174,765.426880,888.905701,35.751820,1071.501099,943.674133,270.649719,822.838379,820.789124,34.877113,1076.255615,906.510071,451.391541,,,,,,,,,,,,,,,,,,
75,902.772827,859.158813,64.624069,765.345947,888.851318,35.748074,1071.512329,943.707275,270.624390,822.829590,820.909302,34.988724,1076.229980,906.539795,451.428375,,,,,,,,,,,,,,,,,,
76,902.694763,858.990601,64.892708,765.222473,888.839172,35.900963,1071.394531,943.786316,270.528076,822.842651,820.820129,34.945282,1076.290771,906.512756,451.373718,,,,,,,,,,,,,,,,,,
77,902.665100,859.155090,64.746849,765.114990,888.824097,36.020493,1071.454712,943.703247,270.599121,822.836426,820.802795,34.940552,1076.329346,906.502869,451.341461,,,,,,,,,,,,,,,,,,
78,902.677429,859.198547,64.699966,765.337158,888.869629,35.871586,1071.472778,943.761169,270.594696,822.778687,820.798340,34.922245,1076.301392,906.497620,451.375732,,,,,,,,,,,,,,,,,,
79,902.725525,859.185547,64.732391,765.281799,888.855896,35.864201,1071.403076,943.811279,270.542389,822.811951,820.789368,34.897312,1076.146729,906.549866,451.333771,,,,,,,,,,,,,,,,,,
80,902.593933,859.057983,64.906181,765.375061,888.879944,35.782440,1071.428223,943.756592,270.562408,822.843384,820.793579,34.873474,1076.207642,906.514893,451.306274,,,,,,,,,,,,,,,,,,
81,902.601135,859.037109,65.020325,765.450195,888.901428,35.724510,1071.440186,943.804382,270.596222,822.853577,820.798340,34.862686,1076.174072,906.519836,451.316650,,,,,,,,,,,,,,,,,,
82,902.709045,859.165955,64.669128,765.356689,888.858337,35.761768,1071.453613,943.801697,270.623932,822.869690,820.806885,34.851475,1076.167358,906.512024,451.352234,,,,,,,,,,,,,,,,,,
83,902.743530,859.182983,64.663559,765.216553,888.840881,35.913784,1071.426758,943.760742,270.578857,822.880066,820.896973,34.836777,1076.173706,906.420532,451.335846,,,,,,,,,,,,,,,,,,
84,902.740295,859.223083,64.604164,765.334778,888.875122,35.835045,1071.376831,943.805725,270.658508,822.914246,820.854980,34.893879,1076.194702,906.409912,451.293640,,,,,,,,,,,,,,,,,,
85,902.739075,859.237122,64.614288,765.278992,888.852844,35.901108,1071.314941,943.829651,270.602325,822.901306,820.809143,34.887123,1076.180908,906.456421,451.196716,,,,,,,,,,,,,,,,,,
86,902.670593,859.199463,64.675011,765.191528,888.841003,35.957130,1071.366455,943.875183,270.669128,822.859924,820.801147,34.947437,1076.143311,906.453979,451.196289,,,,,,,,,,,,,,,,,,
87,902.717468,859.281921,64.620300,765.185303,888.838562,35.998413,1071.326782,943.875427,270.604279,822.857849,820.800964,34.936047,1076.093018,906.443176,451.251251,,,,,,,,,,,,,,,,,,
88,902.691711,859.243530,64.663322,765.387451,888.886963,35.843128,1071.316895,943.927979,270.592010,822.898560,820.817871,34.894562,1075.979126,906.507568,451.193512,,,,,,,,,,,,,,,,,,
89,902.678528,859.228760,64.683441,765.466064,888.890625,35.737000,1071.300781,943.946106,270.595032,822.912537,820.817139,34.860741,1075.996460,906.455505,451.203522,,,,,,,,,,,,,,,,,,
90,902.697754,859.299866,64.707054,765.309509,888.852905,35.862400,1071.310425,944.007935,270.586212,822.868774,820.804016,34.848988,1076.051758,906.411194,451.155182,,,,,,,,,,,,,,,,,,
91,902.725891,859.303833,64.765419,765.175842,888.838440,35.969402,1071.383301,944.060608,270.644562,822.843750,820.796143,34.866161,1075.955322,906.444336,451.137909,,,,,,,,,,,,,,,,,,
92,902.764771,859.275208,64.828445,765.368042,888.883423,35.851616,1071.399414,944.064209,270.659180,822.836304,820.793213,34.879436,1075.938354,906.462585,451.121368,,,,,,,,,,,,,,,,,,
93,902.686584,859.312866,64.937233,765.301758,888.856079,35.884357,1071.329956,944.149719,270.621155,822.837463,820.793396,34.880531,1075.902588,906.373901,451.033783,,,,,,,,,,,,,,,,,,
94,902.646912,859.359802,64.993240,765.383423,888.882141,35.833435,1071.362915,944.178406,270.661530,822.841187,820.794739,34.876137,1075.864868,906.338501,451.029968,,,,,,,,,,,,,,,,,,
95,902.597595,859.312317,65.053848,765.257507,888.853821,35.888073,1071.695557,944.184143,270.544800,822.846680,820.704163,34.913700,1075.802612,906.252197,450.963623,,,,,,,,,,,,,,,,,,
96,902.552307,859.311646,65.108765,765.197937,888.838989,35.979195,1071.426025,944.304749,270.621216,822.822998,820.674927,34.961739,1075.794922,906.235840,450.949890,,,,,,,,,,,,,,,,,,
97,902.484680,859.335510,65.193184,765.185730,888.837708,36.008083,1071.692139,944.297302,270.549988,822.805542,820.674805,34.981678,1075.751953,906.153137,450.871704,,,,,,,,,,,,,,,,,,
98,902.426697,859.302063,65.383362,765.195984,888.839661,35.996513,1071.476074,944.469055,270.681610,822.805115,820.679138,34.979431,1075.746826,906.135254,450.855194,,,,,,,,,,,,,,,,,,
99,902.279236,859.267944,65.573349,765.012207,888.910522,36.208084,1071.481445,944.601685,270.779236,822.732422,820.691711,34.897648,1075.769043,906.060669,450.807434,,,,,,,,,,,,,,,,,,
100,902.013184,859.269836,65.694397,765.135193,888.852661,36.205265,1071.540283,944.760925,270.794556,822.694824,820.709045,34.921093,1075.728760,905.950317,450.689972,,,,,,,,,,,,,,,,,,
101,901.867798,859.182373,65.996979,765.055115,888.897400,36.305973,1071.707275,944.862976,270.857300,822.643738,820.599854,34.972523,1075.728760,905.843323,450.645508,,,,,,,,,,,,,,,,,,
102,901.739502,859.109253,66.378052,764.971741,888.914246,36.392597,1072.020508,945.098694,271.043549,822.585999,820.569092,35.092052,1075.741211,905.742798,450.622437,,,,,,,,,,,,,,,,,,
103,901.683350,859.093262,66.628761,765.064331,888.957336,36.283970,1072.476563,945.361572,271.018646,822.423706,820.574707,35.137123,1075.709229,905.651978,450.509277,,,,,,,,,,,,,,,,,,
104,901.491882,859.128052,66.965668,765.006165,889.019775,36.345516,1072.879639,945.616516,271.050629,822.295715,820.488953,35.208370,1075.781372,905.546997,450.408844,,,,,,,,,,,,,,,,,,
105,901.435669,858.991882,67.479340,764.674194,888.987061,36.483635,1073.596191,945.939270,270.752502,822.120056,820.367615,35.220482,1075.772827,905.482666,450.314606,,,,,,,,,,,,,,,,,,
106,901.483032,858.838928,68.023033,764.508545,889.059265,36.640182,1074.160400,946.123657,270.545715,821.896057,820.267273,35.318008,1075.756348,905.405579,450.160553,,,,,,,,,,,,,,,,,,
107,900.712646,858.701477,69.250366,764.543335,888.984436,37.108643,1074.669067,946.302734,270.387360,821.537170,820.243835,35.464375,1075.811035,905.407776,450.062531,,,,,,,,,,,,,,,,,,
108,900.028931,858.419861,70.541977,764.518799,888.921631,37.480167,1075.203247,946.456421,270.309296,820.972534,820.065125,35.552727,1075.815186,905.422607,449.953949,,,,,,,,,,,,,,,,,,
109,899.503540,857.968689,71.319206,764.443115,888.922607,37.521996,1075.728638,946.608032,270.475128,820.396057,819.706482,35.548931,1075.907837,905.442566,449.899353,,,,,,,,,,,,,,,,,,
110,899.260925,856.842834,72.554329,764.530640,888.796326,37.646286,1076.441040,946.778198,270.687927,819.944275,819.318115,35.589821,1075.966431,905.540283,449.874451,,,,,,,,,,,,,,,,,,
111,898.869263,855.746033,74.295265,764.580566,888.507813,37.886967,1076.485596,947.221680,270.802551,819.407166,818.741089,35.764431,1076.077393,905.665833,449.800629,,,,,,,,,,,,,,,,,,
112,898.219360,854.725647,76.444420,764.657166,887.961914,38.375675,1077.092896,947.526550,270.448914,818.956848,818.029846,35.954945,1076.245117,905.841309,449.704468,,,,,,,,,,,,,,,,,,
113,897.567505,854.078613,78.444145,764.549438,887.460083,38.839706,1077.884766,947.534912,270.450317,818.814819,817.111145,36.222263,1076.601563,906.028015,449.581543,,,,,,,,,,,,,,,,,,
114,896.898132,853.427124,80.333824,764.688965,886.804871,39.845211,1078.741699,947.562805,270.623871,818.783875,815.432556,36.460861,1077.009155,906.109558,449.332611,,,,,,,,,,,,,,,,,,
115,896.597961,852.330994,82.132675,764.523926,885.698120,41.901642,1079.567139,947.529053,270.678467,818.830444,813.618652,37.251980,1077.069092,906.327087,449.152405,,,,,,,,,,,,,,,,,,
116,896.087524,850.721802,84.689987,764.001770,884.467712,43.995197,1080.596191,947.560669,270.822571,819.293823,811.618408,37.348633,1077.262207,906.497742,449.067871,,,,,,,,,,,,,,,,,,
117,895.328857,849.273254,87.141663,763.303162,882.555664,46.704090,1081.452515,947.567932,271.189697,819.614807,809.653320,37.554817,1077.147705,906.600830,449.208496,,,,,,,,,,,,,,,,,,
118,894.829468,847.899902,89.447128,762.538208,879.993958,49.417484,1082.168823,947.578003,271.687775,819.453979,806.906555,38.242241,1076.996826,906.669434,449.171997,,,,,,,,,,,,,,,,,,
119,894.692444,846.139221,92.024681,761.754272,877.293152,52.054165,1082.944702,947.657837,272.314087,819.897522,804.243713,40.092415,1077.408447,906.710266,449.225372,,,,,,,,,,,,,,,,,,
120,894.051636,844.584229,94.562653,760.854675,874.180847,55.092636,1083.465088,947.586975,272.682465,820.417053,801.647888,41.596828,1077.556030,906.769836,449.095306,,,,,,,,,,,,,,,,,,
121,893.618652,842.632690,97.210876,760.573853,870.513977,57.819622,1084.027222,947.495361,272.979950,820.987732,798.715210,43.248608,1077.734741,906.881653,449.074646,,,,,,,,,,,,,,,,,,
122,893.298279,840.561646,99.839684,759.751648,866.319397,60.943615,1084.519531,947.438965,273.270752,821.634705,795.562622,45.201160,1078.010986,906.994995,449.094055,,,,,,,,,,,,,,,,,,
123,892.908447,838.816650,102.739105,759.322388,862.236572,63.786335,1085.584351,947.060608,273.964569,821.734253,792.249084,47.423161,1078.395630,906.912903,449.313446,,,,,,,,,,,,,,,,,,
124,892.924316,836.182251,105.208214,758.480042,857.844055,66.844978,1086.661255,946.996460,274.392883,821.742004,788.660583,49.777016,1078.609619,906.917053,449.244781,,,,,,,,,,,,,,,,,,
125,893.011414,833.819458,107.763657,758.247498,853.312073,69.640205,1087.257568,946.918457,274.494781,,,,1078.864258,907.007874,449.319244,,,,,,,,,,,,,,,,,,
126,892.931396,831.565369,110.359467,757.857483,848.647034,72.285538,1087.811523,946.802734,274.770203,,,,1079.053101,907.178467,449.462524,,,,,,,,,,,,,,,,,,
127,892.747498,828.969543,113.427971,757.550720,843.823181,75.021011,1088.408325,946.743408,274.996338,,,,1079.272583,907.211365,449.584106,,,,,,,,,,,,,,,,,,
128,892.293701,826.482666,116.214645,757.449951,839.096008,77.742188,1088.835083,946.676819,275.133911,,,,1079.730713,907.929321,449.527008,,,,,,,,,,,,,,,,,,
129,892.598206,823.673584,118.851181,757.100098,834.115417,80.690346,1089.611328,946.400391,275.499695,,,,1080.131470,908.441833,449.570404,,,,,,,,,,,,,,,,,,
130,892.820801,821.195862,120.893112,757.117004,829.079529,83.213837,1090.377319,946.236023,275.859070,,,,1080.268188,908.622620,449.574280,,,,,,,,,,,,,,,,,,
131,893.031738,818.520020,123.623619,756.963867,823.858643,85.669830,1090.729736,946.155884,275.987183,,,,1080.371582,908.562256,449.684265,,,,,,,,,,,,,,,,,,
132,892.595886,815.718872,126.460526,757.430481,818.661804,88.060944,1090.994141,946.037659,276.137909,,,,1080.417358,908.704590,449.444702,,,,,,,,,,,,,,,,,,
133,892.930420,813.222717,129.267410,757.290405,813.373657,90.414192,1091.227173,945.827515,276.204254,,,,1080.360107,908.762390,449.211029,,,,,,,,,,,,,,,,,,
134,892.861938,810.673035,131.345779,757.340637,808.021545,92.475311,1091.565308,945.725037,276.294769,,,,1080.378906,908.897644,449.171173,834.697632,748.192871,70.875130,,,,,,,,,,,,,,,
135,893.018555,807.861389,133.843445,757.708130,802.869812,94.739853,1091.744629,945.537170,276.426910,,,,1080.392822,908.839783,449.107910,836.497009,744.182373,72.884026,,,,,,,,,,,,,,,
136,892.944031,805.367371,136.017899,757.696350,797.662964,97.024704,1091.900757,945.402283,276.560608,,,,1080.331055,908.776367,448.881958,838.151428,739.970093,75.277763,,,,,,,,,,,,,,,
137,892.977051,802.984497,139.027847,757.980530,792.619080,99.311409,1091.970947,945.095825,276.651489,,,,1080.134277,908.570251,448.686066,839.189819,735.417053,78.489166,,,,,,,,,,,,,,,
138,893.038086,800.636719,140.947784,757.895264,787.653625,101.754524,1091.819214,944.853821,276.762268,,,,1079.874512,907.626282,448.235626,840.936157,731.458557,80.531525,,,,,,,,,,,,,,,
139,893.070740,798.108215,143.161987,758.216858,783.019409,103.885536,1091.702148,944.536804,276.741333,,,,1079.828735,907.329468,447.903259,843.147461,727.491150,82.411652,,,,,,,,,,,,,,,
140,892.799805,795.693359,144.994537,758.455811,778.538635,105.697815,1091.799805,944.156921,276.842346,,,,1079.523193,907.418945,447.577728,845.412109,723.488525,84.538673,,,,,,,,,,,,,,,
141,892.523254,793.757751,147.168457,758.515503,774.028259,107.385262,1091.672241,943.889221,276.957214,,,,1079.374878,907.258667,447.475403,846.384827,719.428467,87.998398,,,,,,,,,,,,,,,
