Grasp05
Date:,2025/04/08
Time:,12:52:37
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,182.013855,554.772583,77.363014,164.516953,695.926270,87.166679,144.229416,918.131409,335.794312,118.607079,886.034058,198.487137,250.807693,644.632996,111.872581,,,,,,,,,,,,,,,,,,,,,
12,184.367706,555.815125,79.561317,165.255615,697.065063,88.380455,143.974777,918.725830,335.416473,118.684311,887.328735,198.819229,251.642578,647.664368,116.107254,,,,,,,,,,,,,,,,,,,,,
13,186.758484,557.189270,81.268295,165.921585,698.339111,89.996643,143.598434,919.327637,335.139404,118.465683,888.807495,198.825928,252.362000,650.636658,119.654678,,,,,,,,,,,,,,,,,,,,,
14,188.735367,558.415649,83.431908,166.879044,699.447632,90.775093,143.269257,919.784912,335.020905,118.439819,889.783691,198.733261,252.884903,653.436401,122.978432,,,,,,,,,,,,,,,,,,,,,
15,190.783310,559.926514,85.545609,168.096573,700.681274,92.103119,142.962448,920.304626,334.964111,118.336784,891.012390,198.839127,254.157761,656.296326,125.982452,,,,,,,,,,,,,,,,,,,,,
16,193.215591,561.104248,87.566040,169.421829,702.132141,92.781784,142.649979,920.808105,334.778595,118.428902,892.162964,198.738953,254.872498,658.976379,129.504578,,,,,,,,,,,,,,,,,,,,,
17,195.822647,562.274292,88.669708,171.167816,703.050110,93.856865,142.574448,921.217041,334.455566,118.525322,893.217712,198.792358,256.151733,661.941406,131.744934,,,,,,,,,,,,,,,,,,,,,
18,198.460800,563.819031,90.867538,172.931061,704.263550,94.373833,142.555756,921.407104,333.863861,118.709259,894.544922,198.135910,258.051239,664.582214,134.006760,,,,,,,,,,,,,,,,,,,,,
19,201.179535,564.859680,92.545494,174.996429,705.381409,95.522812,142.483154,921.731262,333.465271,118.980156,895.408386,197.822067,259.590363,667.360107,136.455719,,,,,,,,,,,,,,,,,,,,,
20,204.123291,566.291260,95.137497,176.656281,706.302002,96.638725,142.365997,921.970825,333.123749,119.327812,896.144226,197.491440,260.965729,670.038391,138.908264,,,,,,,,,,,,,,,,,,,,,
21,207.209335,567.082214,96.893738,178.742981,707.497620,97.470695,142.338745,922.145020,332.723206,119.473312,896.876038,197.563232,262.737885,672.618469,140.980179,,,,,,,,,,,,,,,,,,,,,
22,210.363922,568.727478,98.003311,180.816238,708.321228,98.470245,142.310715,922.190796,332.446747,119.873917,897.605347,197.214172,264.722961,675.227844,142.531906,,,,,,,,,,,,,,,,,,,,,
23,213.104599,569.680603,100.588806,182.687561,708.956055,99.182327,142.365234,922.253601,332.051483,120.395844,898.225586,197.098129,266.854706,677.449280,143.725433,,,,,,,,,,,,,,,,,,,,,
24,216.130219,570.753662,102.228249,184.681351,709.801208,100.059166,142.384399,922.189941,331.666443,120.738426,898.550598,197.017105,269.187714,679.735962,144.339905,,,,,,,,,,,,,,,,,,,,,
25,219.513168,571.629578,102.858757,186.703674,710.677917,100.999420,142.380814,922.052612,331.361694,120.599373,898.601868,198.035431,271.472870,681.627808,145.759613,,,,,,,,,,,,,,,,,,,,,
26,222.198776,572.446777,104.539146,189.025650,711.096008,100.972481,142.357147,921.895569,331.294678,120.946938,899.066284,197.145935,273.992279,683.556335,145.857224,,,,,,,,,,,,,,,,,,,,,
27,224.746582,573.467957,105.824829,191.126556,711.641113,101.669601,142.358398,921.576843,331.142334,121.813622,899.398743,196.192245,276.428375,685.104858,146.037354,,,,,,,,,,,,,,,,,,,,,
28,227.340851,574.139832,107.091141,193.247559,712.181580,102.111244,142.507935,921.251404,330.873413,122.805359,899.567871,195.430145,279.099640,686.046448,146.635117,,,,,,,,,,,,,,,,,,,,,
29,230.133469,574.423584,107.989922,194.937866,712.703979,102.691513,142.784592,920.883118,330.367798,123.810532,899.610657,194.892853,281.734100,687.275269,145.996277,,,,,,,,,,,,,,,,,,,,,
30,232.713806,574.807190,109.042091,197.206253,712.837524,103.225563,143.047089,920.422424,329.900055,124.736473,899.521301,194.869797,284.327759,688.483337,145.468887,,,,,,,,,,,,,,,,,,,,,
31,234.960159,575.620789,109.954880,199.521027,713.074341,102.767639,143.336487,920.038391,329.374207,125.019257,899.262390,195.015533,287.239990,689.189819,145.337677,,,,,,,,,,,,,,,,,,,,,
32,237.562363,575.975952,109.796326,201.598373,713.115173,102.926971,143.725433,919.564697,328.735992,125.533325,898.944092,194.469467,289.596985,689.867188,144.677704,,,,,,,,,,,,,,,,,,,,,
33,240.339203,576.007751,110.175308,203.533356,713.140625,103.277641,144.012924,919.075684,327.933258,126.423607,898.643921,193.543564,292.473572,690.252747,144.367157,,,,,,,,,,,,,,,,,,,,,
34,242.453232,576.008789,110.795509,205.559830,713.126587,103.462120,144.320923,918.500183,327.408844,127.635544,898.422424,192.786484,295.039398,690.661682,143.129074,,,,,,,,,,,,,,,,,,,,,
35,244.446732,576.062378,111.056137,207.411682,712.977905,103.606728,144.688599,917.820679,326.736053,128.710754,898.191467,192.335541,297.685852,690.824219,142.429214,,,,,,,,,,,,,,,,,,,,,
36,246.661087,575.833374,110.892883,209.371780,712.797913,103.422958,145.037308,917.235229,326.294189,129.601456,897.714905,191.999817,300.211426,691.040344,140.929001,,,,,,,,,,,,,,,,,,,,,
37,248.456390,575.719604,110.788940,211.370987,712.516785,103.072784,145.368393,916.688599,326.020447,130.021255,896.960327,191.384277,302.606628,690.820618,139.612274,,,,,,,,,,,,,,,,,,,,,
38,250.354797,575.466370,110.960991,213.157791,712.258728,102.910912,145.611313,916.043884,325.588593,,,,305.011322,690.940918,138.339386,,,,,,,,,,,,,,,,,,,,,
39,252.198273,575.249512,110.736282,214.732666,712.042847,102.481827,145.925430,915.393860,325.031921,,,,307.068115,690.841492,137.946075,131.480667,895.651062,190.139206,,,,,,,,,,,,,,,,,,
40,254.264130,574.888550,110.182755,216.759094,711.526184,102.084885,146.277802,914.695129,324.348724,,,,309.183838,690.632019,136.777283,132.609634,895.176270,189.265930,,,,,,,,,,,,,,,,,,
41,255.922714,574.656799,109.764839,218.108994,711.138550,101.858307,146.519272,914.116638,323.833984,,,,310.781525,690.520325,136.272110,133.627243,894.440979,188.454865,,,,,,,,,,,,,,,,,,
42,257.482025,574.299683,109.496124,219.904816,710.615173,101.788361,146.866531,913.462769,323.224426,,,,313.193268,690.109131,135.181747,134.544678,893.452332,187.574509,,,,,,,,,,,,,,,,,,
43,259.511200,573.797180,108.652245,221.594482,710.066956,101.124809,147.197510,912.686340,322.429352,,,,315.016022,689.674316,133.901474,135.330826,892.790588,187.375183,,,,,,,,,,,,,,,,,,
44,261.161438,573.392029,108.145775,223.228851,709.445068,100.836456,147.625778,911.998108,321.654541,,,,317.428528,689.119080,131.862793,135.822342,892.058716,187.177979,,,,,,,,,,,,,,,,,,
45,262.692291,573.029785,107.754135,225.166489,708.797791,100.213394,147.991364,911.418457,321.207703,,,,319.633026,688.363342,130.663986,136.323547,891.013794,186.164078,,,,,,,,,,,,,,,,,,
46,264.843201,572.181274,107.134712,226.948685,708.162476,99.175705,148.192474,910.730713,320.760468,,,,321.959869,687.869568,128.641708,137.175369,890.174255,184.948212,,,,,,,,,,,,,,,,,,
47,266.470154,571.568665,106.033661,228.640442,707.654541,98.908615,148.414078,910.017517,320.200348,,,,324.366028,687.075317,125.527412,138.098495,889.582642,184.019562,,,,,,,,,,,,,,,,,,
48,268.390442,570.800171,105.043633,230.290771,707.077148,98.701927,148.694534,909.336548,319.712646,,,,326.356354,686.020630,123.890800,138.783112,888.604797,183.798264,,,,,,,,,,,,,,,,,,
49,270.298767,570.103943,103.861130,231.933563,706.323547,98.138344,148.932800,908.643311,319.356873,,,,328.801025,684.292786,121.590721,139.262192,887.376770,183.717255,,,,,,,,,,,,,,,,,,
50,271.878204,569.758179,102.717506,233.835022,705.388855,97.537415,149.134583,907.799805,318.793701,,,,331.555420,683.310852,118.446808,139.832077,886.642517,183.037735,,,,,,,,,,,,,,,,,,
51,273.702240,569.111206,100.918633,235.418961,704.771057,97.118881,149.467957,906.967773,317.887726,,,,334.127533,681.593994,114.577202,140.651413,885.690247,182.525940,,,,,,,,,,,,,,,,,,
52,275.295837,568.394226,99.321220,237.350937,704.139709,96.564682,149.792023,906.190674,317.319458,,,,336.403992,679.825684,110.469940,141.349823,884.613953,181.832993,,,,,,,,,,,,,,,,,,
53,277.425568,567.511902,97.659119,238.911743,703.436096,95.956329,149.961105,905.462769,316.980988,,,,338.685608,678.265564,107.406578,142.048599,883.887268,181.062988,,,,,,,,,,,,,,,,,,
54,279.318878,566.740479,95.436951,240.442123,702.359314,95.713974,150.109680,904.551514,316.762939,,,,340.260101,676.677490,104.387466,142.705963,882.941345,180.300766,,,,,,,,,,,,,,,,,,
55,280.809479,566.034241,93.318665,241.920044,701.499512,95.422554,150.403412,903.769348,316.461975,,,,341.776184,674.820068,101.444099,143.327698,881.802246,179.108612,,,,,,,,,,,,,,,,,,
56,282.771393,565.682495,91.727020,243.366547,700.884033,94.973862,150.712112,903.060669,315.968170,,,,343.407257,673.369751,98.723167,144.055328,880.955688,179.021042,,,,,,,,,,,,,,,,,,
57,284.884186,565.412659,91.171333,244.746658,700.247620,94.347534,150.919098,902.038696,315.402740,,,,344.976807,671.637146,96.245209,144.519333,880.071655,178.962341,,,,,,,,,,,,,,,,,,
58,287.009644,565.431519,89.813751,245.869507,699.393982,94.373970,151.313583,901.207520,314.573944,,,,345.936066,669.856262,93.972931,144.866348,878.811523,178.976456,,,,,,,,,,,,,,,,,,
59,289.620087,565.401794,88.680550,247.126892,698.299561,94.110001,151.693619,900.355774,314.003082,,,,347.285004,668.025269,91.663857,,,,,,,,,,,,,,,,,,,,,
60,292.103516,565.518005,87.339249,248.236130,697.531616,93.435059,151.953827,899.428589,313.716003,,,,348.215881,665.951721,89.327377,,,,145.608490,877.369629,178.743546,,,,,,,,,,,,,,,
61,294.887848,566.192688,85.913315,249.464157,696.886841,92.978203,152.150345,898.576416,313.563477,,,,349.228821,663.513550,86.399948,,,,146.562927,876.385132,177.710999,,,,,,,,,,,,,,,
62,297.542816,567.233521,85.029488,250.841583,695.979431,92.079414,152.440918,897.633972,313.341736,,,,349.488983,660.740356,84.316406,,,,147.279495,875.360779,176.860519,,,,,,,,,,,,,,,
63,300.697144,568.517578,84.073654,251.995956,695.163269,91.594902,152.733459,896.783875,313.061646,,,,349.840088,658.095947,81.373459,,,,147.859863,874.741760,176.176239,,,,,,,,,,,,,,,
64,303.695618,570.269043,82.838425,252.647049,694.402405,91.519157,153.103668,895.833740,312.502319,,,,,,,,,,148.382370,873.945068,175.402771,,,,,,,,,,,,,,,
65,306.181610,571.717651,82.202744,253.601959,693.585815,91.627388,153.416626,894.820313,311.640442,,,,,,,,,,148.810104,872.957214,175.375320,,,,,,,,,,,,,,,
66,306.442993,571.487732,81.931259,254.555176,692.850281,91.680145,153.779968,893.891357,311.071777,,,,,,,,,,149.402878,872.310181,175.189835,,,,,,,,,,,,,,,
67,306.583282,571.315796,81.958527,255.098816,692.137695,91.519539,154.088669,892.798157,310.891754,,,,,,,,,,149.990845,871.858337,174.965515,,,,,,,,,,,,,,,
68,307.038391,571.083862,81.812660,255.303894,691.350281,91.751442,154.368683,891.975647,310.945557,,,,,,,,,,150.523468,871.062744,174.631866,,,,,,,,,,,,,,,
69,307.468323,570.593872,81.402512,255.211456,690.747864,91.882889,154.602356,891.108765,310.906128,,,,,,,,,,150.940063,870.197693,174.402878,,,,,,,,,,,,,,,
70,307.612549,569.889282,81.358055,255.216888,690.149292,92.126373,154.843521,890.212402,310.785156,,,,,,,,,,151.050690,869.557739,174.128448,,,,,,,,,,,,,,,
71,307.903564,569.420654,81.072281,255.561996,689.518127,91.603188,155.116394,889.389038,310.625000,,,,,,,,,,151.384766,869.005615,173.689026,,,,,,,,,,,,,,,
72,307.861450,568.853149,81.110992,255.600830,688.744446,92.337318,155.388855,888.474670,310.242706,,,,,,,,,,151.621307,868.492188,173.381912,,,,,,,,,,,,,,,
73,307.941132,568.325378,81.023117,255.853699,687.842285,92.989906,155.530914,887.537476,309.681488,,,,,,,,,,151.710938,867.888000,172.716248,,,,,,,,,,,,,,,
74,307.986206,567.767639,80.828239,256.268646,687.070435,93.436722,155.763580,886.730469,309.333862,,,,,,,,,,151.620773,867.210388,172.795822,,,,,,,,,,,,,,,
75,307.963104,566.976135,81.097870,256.624695,686.451050,93.768471,155.944672,885.988708,309.186157,,,,,,,,,,151.580307,866.458130,173.113968,,,,,,,,,,,,,,,
76,308.030243,566.212036,81.441490,256.881287,685.862793,94.000809,155.983932,885.120483,309.069885,,,,,,,,,,151.893402,866.205200,172.680557,,,,,,,,,,,,,,,
77,308.288910,565.604614,81.570076,257.069672,684.991516,94.327896,156.098419,884.351135,308.959564,,,,,,,,,,152.192139,865.496399,172.279999,,,,,,,,,,,,,,,
78,308.594299,564.777100,82.145020,256.992249,684.141235,94.565826,156.208725,883.554749,308.800415,,,,,,,,,,152.465652,864.568481,171.997025,,,,,,,,,,,,,,,
79,308.930115,564.542786,82.170174,256.924866,683.232483,94.678879,156.242203,882.802124,308.863892,,,,,,,,,,152.428970,863.616333,172.043365,,,,,,,,,,,,,,,
80,308.955048,564.199463,82.633621,256.783478,682.417786,94.907394,156.295517,882.002258,308.828766,,,,,,,,,,152.118042,862.785950,172.710220,,,,,,,,,,,,,,,
81,308.954346,563.525269,83.165131,256.823883,681.296753,95.576027,156.397675,881.217224,308.739075,,,,,,,,,,152.252365,862.022949,172.533203,,,,,,,,,,,,,,,
82,309.034576,562.242920,83.989799,256.758667,680.376831,96.531326,156.475006,880.421082,308.657104,,,,,,,,,,152.342224,861.192993,172.230194,,,,,,,,,,,,,,,
83,309.159851,561.053223,84.607109,256.667877,679.348938,97.756149,156.597321,879.472717,308.343903,,,,,,,,,,152.312210,860.423035,172.147903,,,,,,,,,,,,,,,
84,309.330353,559.965881,85.396477,256.779755,677.712402,98.582283,156.752670,878.553406,307.929718,,,,,,,,,,152.521408,859.669678,171.976059,,,,,,,,,,,,,,,
85,309.344391,558.711731,86.371841,256.770233,676.612427,99.370201,156.737671,877.550415,307.740601,,,,,,,,,,152.574005,858.629883,171.979950,,,,,,,,,,,,,,,
86,308.836731,556.967407,87.827789,256.747131,675.386292,100.056931,156.793289,876.504578,307.677795,,,,,,,,,,152.428116,857.431152,172.621323,,,,,,,,,,,,,,,
87,308.614685,555.308167,88.910416,257.030884,673.607544,101.032913,156.648331,875.346191,307.969360,,,,,,,,,,152.381805,856.295410,172.733917,,,,,,,,,,,,,,,
88,308.400543,553.438110,90.361679,257.397919,671.911255,101.956436,156.662415,874.178040,308.078796,,,,,,,,,,152.538956,854.742676,172.864594,,,,,,,,,,,,,,,
89,308.140411,551.044983,91.666336,257.425049,669.941833,102.971039,156.720612,873.050537,308.120392,,,,,,,,,,152.701035,853.508240,173.335602,,,,,,,,,,,,,,,
90,308.014130,548.888977,93.163429,257.477234,667.586914,104.127129,156.742859,871.896667,308.439423,,,,,,,,,,152.971558,851.634521,173.626404,,,,,,,,,,,,,,,
91,307.407745,546.406067,94.838112,257.603180,665.541260,105.136665,156.984344,870.819824,308.381592,,,,,,,,,,153.211273,850.133728,173.823059,,,,,,,,,,,,,,,
92,307.144531,543.906799,96.353256,257.760742,662.950623,106.645226,157.218079,869.604553,308.367126,,,,,,,,,,153.187744,848.013977,174.345642,,,,,,,,,,,,,,,
93,307.115143,541.001709,97.942764,257.918335,660.258606,107.918640,157.576904,868.406250,308.301514,,,,,,,,,,153.218933,846.154175,174.742599,,,,,,,,,,,,,,,
94,306.852448,537.733826,99.782974,257.927643,657.487854,108.984932,158.079666,866.934875,307.841248,,,,,,,,,,153.720840,844.234558,174.979843,,,,,,,,,,,,,,,
95,306.233063,534.795532,101.598526,257.990723,654.434998,110.423981,158.657135,865.452393,308.216248,,,,,,,,,,154.061035,841.683533,175.545486,,,,,,,,,,,,,,,
96,305.985809,531.557129,103.162682,258.178253,651.573730,111.793343,158.721985,863.708557,308.817871,,,,,,,,,,154.684372,839.329407,176.021866,,,,,,,,,,,,,,,
97,305.336395,528.011719,105.372032,257.841156,648.541504,113.125969,158.870743,862.099243,308.926788,,,,,,,,,,154.830048,836.805725,176.166840,,,,,,,,,,,,,,,
98,304.977264,524.660339,107.272354,257.999054,645.124634,114.281464,159.238266,860.416809,308.832520,,,,,,,,,,154.931946,834.263977,175.920303,,,,,,,,,,,,,,,
99,304.279327,521.227112,109.875160,258.031372,641.919739,115.607750,159.929642,858.661316,308.753540,,,,,,,,,,155.783936,831.503235,176.139023,,,,,,,,,,,,,,,
100,303.751923,517.311890,112.048241,257.780121,638.407593,117.090607,160.644135,856.869263,308.804016,,,,,,,,,,156.182526,828.353027,177.289856,,,,,,,,,,,,,,,
101,303.132996,513.457031,114.126099,257.615875,634.593323,118.440117,161.074188,854.856506,308.972260,,,,,,,,,,156.732666,825.504944,177.389297,,,,,,,,,,,,,,,
102,302.379089,509.253265,116.577927,257.647278,630.811279,119.724907,161.466873,853.097900,308.881104,,,,,,,,,,157.161926,822.347900,176.974686,,,,,,,,,,,,,,,
103,301.932129,505.344513,118.431801,257.737061,626.963074,121.050423,161.586380,850.776550,309.795380,,,,,,,,,,158.031586,819.224243,177.470505,,,,,,,,,,,,,,,
104,300.873688,500.765015,120.845543,257.535126,622.983337,122.152184,162.316010,848.719604,309.539337,,,,,,,,,,158.765167,816.005859,177.968323,,,,,,,,,,,,,,,
105,300.146118,496.199188,122.729935,257.420807,618.665833,123.465790,162.968781,846.747009,309.319763,,,,,,,,,,159.194885,812.602783,178.299469,347.934601,572.160950,118.822296,,,,,,,,,,,,
106,299.328552,491.908691,124.935791,257.679535,614.190247,124.588753,163.338989,844.592346,309.795868,,,,,,,,,,160.113495,809.235352,178.952988,347.356293,567.682373,120.927246,,,,,,,,,,,,
107,298.449371,486.980713,126.790604,257.396484,609.958374,126.081696,163.357071,842.367004,310.610992,,,,,,,,,,161.149689,805.728210,178.421021,347.269867,562.243896,122.694244,,,,,,,,,,,,
108,297.757874,482.109985,128.259689,257.579132,605.256836,127.550995,164.169632,840.290222,310.781311,,,,,,,,,,161.658905,802.139404,179.550156,346.913666,557.133789,124.435005,,,,,,,,,,,,
109,297.025635,477.045349,129.875244,257.516113,600.511780,129.105591,164.941711,838.207947,311.135651,,,,,,,,,,162.531830,798.065979,180.454208,346.287964,551.704956,126.724388,,,,,,,,,,,,
110,296.256165,472.057770,131.270645,257.544830,595.535828,129.972168,165.438721,836.079224,311.298248,,,,,,,,,,163.175842,794.262085,180.823425,346.570190,546.261169,128.190414,,,,,,,,,,,,
111,295.398346,466.734802,132.718277,257.921448,590.724915,130.886276,166.078232,833.837463,311.291412,,,,,,,,,,164.580551,790.538269,181.110245,346.110748,540.750366,129.725769,,,,,,,,,,,,
112,294.382782,461.276428,134.203583,258.117767,585.615540,131.895187,166.965485,831.667908,311.971832,,,,,,,,,,165.478378,786.839233,181.636124,345.857910,535.106140,131.080780,,,,,,,,,,,,
113,293.837250,455.955414,135.172012,258.066620,580.650452,133.385651,167.387527,829.282837,312.415344,,,,,,,,,,166.275467,782.527222,182.228775,345.766083,529.080627,132.649826,,,,,,,,,,,,
114,293.265106,450.698334,136.208588,258.077179,575.377563,134.520462,168.061279,827.036133,312.068237,,,,,,,,,,167.086090,778.271912,182.868958,345.587402,523.521912,133.381042,,,,,,,,,,,,
115,292.481842,444.972839,137.014908,258.508087,570.329712,135.722015,169.109085,824.808411,312.388489,,,,,,,,,,168.252640,774.211243,183.703323,345.343842,517.625916,134.167908,,,,,,,,,,,,
116,291.501221,439.578400,138.209625,258.535706,565.208984,136.860062,169.757217,822.679749,312.754730,,,,,,,,,,169.306442,769.944763,184.315094,345.375732,511.737823,134.969437,,,,,,,,,,,,
117,290.901672,434.253571,139.143036,259.181488,559.893860,137.129807,170.536987,820.407410,312.890594,,,,,,,,,,170.222153,765.503235,184.911179,345.243958,505.716705,135.616501,,,,,,,,,,,,
118,290.110535,428.395355,140.179031,259.601593,554.623779,137.520905,171.604462,817.956299,313.377869,,,,,,,,,,171.120224,761.559937,185.643799,345.098816,499.962097,136.085938,,,,,,,,,,,,
119,289.510651,423.003082,140.556778,260.210938,549.382141,137.687637,172.124924,815.538208,313.792389,,,,,,,,,,172.432236,757.016418,186.319763,344.867340,494.217896,135.241074,,,,,,,,,,,,
120,288.897125,417.629822,141.220078,260.757874,544.358459,138.320557,172.711929,813.181885,314.671722,,,,,,,,,,173.544861,752.425659,186.957474,345.052704,488.093903,135.953506,,,,,,,,,,,,
121,287.923737,412.150391,142.124573,261.293854,539.144104,138.887253,173.819351,810.697571,315.090302,,,,,,,,,,174.897919,748.041992,187.882690,345.380585,481.919800,136.303207,,,,,,,,,,,,
122,287.283966,406.644867,142.449326,261.688507,533.752930,138.934875,174.527435,808.330505,315.167694,,,,,,,,,,175.731384,743.258118,188.958282,345.455139,475.823914,136.024094,,,,,,,,,,,,
123,286.753174,401.193756,142.969193,262.384369,528.521240,139.283844,175.667953,805.792542,315.070099,,,,,,,,,,177.175415,738.670837,189.468002,345.991119,470.437592,134.539871,,,,,,,,,,,,
124,286.233185,395.845337,143.142319,262.916260,523.272339,139.326721,176.762695,803.322510,315.671539,,,,,,,,,,178.361191,733.855286,190.170517,,,,,,,,,,,,,,,
125,285.769043,390.484955,142.804947,263.166382,518.257446,139.348648,177.366119,800.865845,316.091217,,,,,,,,,,179.695633,729.586304,191.088699,,,,344.548187,458.069397,134.607788,,,,,,,,,
126,285.359802,385.430145,142.635529,263.462708,512.951965,139.304749,178.517670,798.388245,316.394592,,,,,,,,,,181.145248,724.785034,192.116913,,,,,,,,,,,,,,,
127,284.857086,379.836884,142.399551,263.896240,507.888153,139.549698,179.396683,795.918518,316.709564,,,,,,,,,,182.294174,720.288147,192.828735,,,,,,,344.630249,446.938354,134.138977,,,,,,
128,284.534760,374.774445,141.885223,264.248413,502.675354,139.440552,180.074417,793.367065,317.679932,,,,,,,,,,183.872269,716.093750,193.813889,,,,,,,,,,,,,,,
129,284.250427,369.538879,141.415344,264.545502,497.667999,138.876282,181.325394,790.740662,317.843048,,,,,,,,,,185.361115,711.584900,194.347977,,,,,,,,,,344.376129,436.769257,134.163635,,,
130,283.983978,364.247772,140.585403,264.794373,492.596771,138.755844,182.359482,788.111023,318.133179,,,,,,,,,,186.400528,707.364136,195.219223,,,,,,,,,,344.884491,430.914398,133.328918,,,
131,283.773285,359.289764,139.994461,264.884857,487.731049,138.647110,183.467178,785.462280,318.789551,,,,,,,,,,188.036331,703.522827,196.315308,,,,,,,,,,344.855133,425.826019,132.613434,,,
132,283.534515,354.081726,138.960953,265.261353,482.603058,138.580414,184.569382,783.031067,318.977753,,,,,,,,,,189.490616,699.576538,196.766312,,,,,,,,,,345.048157,420.765747,132.253952,,,
133,283.197723,349.219727,138.349823,265.401672,477.971802,138.331741,185.657303,780.257263,319.622162,,,,,,,,,,191.027206,695.629578,197.235580,,,,,,,,,,344.785004,415.742004,131.267487,,,
134,283.059540,344.806305,137.491104,266.031128,473.402618,137.941360,186.623352,777.599487,320.040222,,,,,,,,,,192.444138,691.626282,197.968155,,,,,,,,,,345.254913,410.820160,130.422531,,,
135,282.607117,340.082336,136.824661,266.377686,469.063690,136.999298,187.671219,775.017822,320.853485,,,,,,,,,,193.605820,687.804504,198.960220,,,,,,,,,,345.323975,405.880859,130.212585,,,
136,282.254913,335.712128,136.221710,266.689209,464.841400,135.899170,188.511459,772.230530,321.551147,,,,,,,,,,194.969528,683.727417,199.801834,,,,,,,,,,345.378723,400.688324,129.142410,,,
137,282.103729,331.787384,135.376358,267.208710,460.427521,135.567276,189.763428,769.670044,322.171082,,,,,,,,,,196.082764,679.633301,200.688065,,,,,,,,,,345.417450,396.021362,127.715454,,,
138,281.948853,327.543854,134.625153,267.721313,456.312927,135.095474,190.687927,766.944397,322.621399,,,,,,,,,,197.443222,675.852295,201.152863,,,,,,,,,,345.121582,391.608490,126.488686,,,
139,281.567596,323.439453,133.944061,268.372345,452.310425,134.558578,192.026932,764.508484,323.175598,,,,,,,,,,198.752518,672.194336,201.977066,,,,,,,,,,344.013672,387.394440,124.292542,,,
140,281.442078,319.232239,133.196960,268.850769,448.448029,133.769943,193.051987,762.038757,323.383942,,,,,,,,,,199.872192,668.536560,202.554001,,,,,,,,,,344.629822,382.888763,123.378868,,,
141,281.193787,315.285950,132.404938,269.400604,444.605377,133.353088,194.547928,759.471619,323.963562,,,,,,,,,,201.138031,664.863464,203.231171,,,,,,,,,,344.661499,378.397430,122.819298,,,
142,280.840027,311.648285,131.217148,269.808594,441.041443,132.227325,195.651398,756.990479,323.963806,,,,,,,,,,202.344742,661.499023,203.799561,,,,,,,,,,345.248688,374.406433,121.939651,,,
143,280.565948,308.204620,130.180038,270.002808,437.388702,131.887695,196.790649,754.408081,324.734131,,,,,,,,,,203.862671,658.110962,204.172699,,,,,,,,,,344.914581,370.686035,121.198189,,,
