Grasp19
Date:,2025/04/08
Time:,13:24:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,495.102264,724.270508,109.859879,144.487778,832.984619,232.595062,484.974274,653.896057,131.862762,391.249237,747.657715,119.580994,125.091072,872.465637,370.227051,,,,,,,,,,,,
12,492.886658,725.570435,114.005959,141.706268,835.521179,232.896133,481.897980,654.974915,136.891434,389.111206,749.379761,122.298012,123.424675,873.700256,370.490967,,,,,,,,,,,,
13,490.449677,726.646790,117.978340,138.936951,838.052002,232.943237,478.678345,655.893005,142.142227,386.909241,750.323669,125.500458,122.043732,875.227600,370.335022,,,,,,,,,,,,
14,488.506561,727.748779,121.879593,136.540192,840.476440,232.557114,475.687775,656.666016,146.962708,383.941650,751.548767,128.579132,120.684509,876.505066,370.248169,,,,,,,,,,,,
15,485.996796,728.648865,126.100716,133.867630,842.870117,233.298019,472.473816,657.553772,151.690598,381.318909,753.084229,132.186539,119.361832,878.076172,370.000153,,,,,,,,,,,,
16,483.411041,728.898987,130.364944,131.072113,845.350403,233.680191,469.081787,658.201416,156.113678,379.104980,753.884705,135.315933,118.080551,879.385254,369.544128,,,,,,,,,,,,
17,480.776825,729.570496,134.096985,128.537720,848.036438,233.724213,465.631470,658.458374,160.579758,376.473328,755.098572,138.471939,116.938492,880.917969,369.765778,,,,,,,,,,,,
18,478.247498,730.006348,137.560196,126.055969,850.745605,233.510513,462.033386,658.822632,164.839615,374.000763,756.229675,140.467865,115.689186,882.206482,369.614166,,,,,,,,,,,,
19,475.890747,730.328003,140.467117,124.041702,853.353149,233.748611,458.365723,659.156860,168.974533,371.592468,756.931885,143.077499,114.353058,883.630432,370.496979,,,,,,,,,,,,
20,474.070953,730.071777,142.876602,121.419861,855.789917,234.153534,454.475677,659.156982,172.892105,369.057007,757.777954,145.729797,112.950729,884.833435,371.086121,,,,,,,,,,,,
21,471.321136,730.090637,145.662598,118.952126,858.224121,234.376526,450.711090,659.087585,176.688919,366.226501,758.751160,148.870590,111.378822,886.314331,371.492584,,,,,,,,,,,,
22,468.866821,729.647705,148.357193,116.999260,860.803101,235.028030,446.790436,658.911194,180.317062,,,,110.347496,887.643494,371.325562,,,,,,,,,,,,
23,466.013397,729.378357,151.373199,114.712936,863.394348,235.483246,442.599670,658.724854,183.925690,,,,109.523720,889.242126,370.816833,361.084961,759.941284,153.657043,,,,,,,,,
24,462.725677,729.020386,154.129272,112.291328,865.991577,235.846313,438.457275,658.085815,187.300720,,,,108.361763,890.522095,370.903168,359.163910,760.176392,154.545898,,,,,,,,,
25,459.407990,728.679565,156.526230,110.478386,868.337402,236.196594,433.974976,657.370300,190.973312,,,,107.502815,891.985901,371.018921,356.219757,760.785828,158.113419,,,,,,,,,
26,456.249725,728.267456,158.886139,108.082268,870.551025,236.569061,429.802521,656.734497,193.981613,,,,106.400887,893.225098,371.500702,352.535461,761.190308,161.192307,,,,,,,,,
27,452.921082,727.750854,161.628052,106.071648,872.880676,237.180573,425.084808,656.183533,197.028381,,,,105.073105,894.671509,372.069366,350.199402,761.745789,162.194382,,,,,,,,,
28,449.355225,727.148743,163.686386,104.306175,875.387329,237.732483,420.495239,655.119446,199.885132,,,,103.916504,895.962769,372.453064,347.980682,761.864014,163.806320,,,,,,,,,
29,446.001129,726.441345,165.906738,102.517906,877.847534,237.949661,415.949951,654.200317,202.700546,,,,102.876198,897.340271,372.453217,,,,,,,,,,,,
30,442.527100,725.914124,168.104691,100.624191,880.131653,238.421066,410.961884,653.470215,206.003326,,,,102.002449,898.795288,372.076477,,,,,,,,,,,,
31,439.174042,725.552002,170.005737,98.707260,882.058838,239.200455,406.113525,652.326477,208.718613,,,,101.129723,900.099670,372.783417,,,,,,,,,,,,
32,436.216187,724.533752,172.167084,97.075241,884.436523,239.622086,401.322205,651.454651,211.367477,,,,100.321243,901.508240,372.607452,,,,,,,,,,,,
33,432.488220,723.605591,173.486221,95.700623,886.807495,239.913345,396.231506,650.461975,213.649017,,,,99.375168,902.950867,372.784454,,,,,,,,,,,,
34,429.764801,722.551514,174.998962,93.856987,888.799377,240.385132,391.170532,649.389282,215.848724,,,,98.532463,904.221069,373.206635,,,,,,,,,,,,
35,427.388000,721.239868,175.712738,92.529350,890.778625,240.874756,385.668365,648.519409,218.295761,,,,97.508995,905.517090,373.683685,,,,,,,,,,,,
36,424.103027,719.928162,176.906311,90.815475,892.982544,240.925003,380.649139,647.265503,220.639954,,,,96.695572,906.825317,373.802277,,,,,,,,,,,,
37,421.231537,718.946411,177.803986,89.580849,894.903381,241.108917,375.321930,646.248108,222.415771,,,,96.083885,908.064453,373.886505,,,,,,,,,,,,
38,417.576996,717.902893,178.216492,88.407784,896.819153,241.980209,370.171356,644.746826,223.652573,,,,95.378387,909.302856,374.151520,,,,,,,,,,,,
39,414.595276,716.738037,179.199265,86.825928,898.899780,242.255402,364.771576,643.834045,225.026581,,,,94.651016,910.522217,374.382629,,,,,,,,,,,,
40,411.511444,715.522827,179.864502,85.764259,900.518860,242.889618,359.370697,642.364075,226.318085,,,,93.866692,911.822021,374.380951,,,,,,,,,,,,
41,407.958282,714.359741,180.262863,84.538216,902.416748,242.926331,353.985352,641.022400,227.367950,,,,93.310410,912.959778,374.653931,,,,,,,,,,,,
42,404.810455,713.169922,180.819778,83.538071,904.285767,243.039688,348.353546,639.561768,228.761276,,,,92.471390,914.048035,375.139374,,,,,,,,,,,,
43,401.599976,711.688538,181.098526,82.790382,905.593872,243.843857,342.706085,638.022949,229.279617,,,,91.702934,915.031555,375.441376,,,,,,,,,,,,
44,398.189789,710.565796,181.010132,81.789970,907.182190,244.295715,336.842865,636.564941,229.504562,,,,91.023727,915.955750,375.599701,,,,,,,,,,,,
45,395.009399,709.378296,181.044128,80.667305,908.957520,244.301102,331.299957,634.823059,229.929535,,,,90.449173,916.983765,375.616608,,,,,,,,,,,,
46,391.839813,708.221558,181.163742,79.658463,910.810425,244.609604,325.629822,633.146729,229.320511,,,,90.215607,918.018005,375.541382,,,,,,,,,,,,
47,388.817688,707.184265,181.599792,78.942528,912.474365,244.812225,320.157013,631.234863,228.888702,,,,89.901070,918.850525,375.393951,,,,,,,,,,,,
48,385.489227,705.912598,181.650940,77.920509,914.033569,244.800690,314.433014,629.491699,228.546677,,,,89.508331,919.726746,375.414246,,,,,,,,,,,,
49,382.503326,705.101501,180.939468,76.941971,915.053833,244.761612,309.365692,627.539429,227.233994,,,,89.114204,920.516663,375.330536,,,,287.612976,751.031921,174.521927,,,,,,
50,379.192535,703.991699,180.834137,76.299629,916.391357,245.215057,304.086761,625.660828,225.606613,,,,88.657364,921.231934,375.259613,,,,,,,,,,,,
51,376.023071,702.703857,180.730362,75.583435,917.346924,245.455200,298.953094,623.628540,223.875061,,,,88.241966,921.988220,375.222504,,,,,,,281.067322,748.733826,175.368088,,,
52,373.329346,701.787109,179.771332,74.744644,918.414978,245.119446,294.021423,621.621277,222.006104,,,,87.775200,922.800171,375.285858,,,,,,,278.634338,747.598938,174.798965,,,
53,370.483551,700.980530,178.725647,73.983124,919.729370,245.401337,289.165771,619.658813,219.712372,,,,87.393570,923.456970,375.534729,,,,,,,,,,,,
54,367.901001,700.068115,178.101288,73.283180,920.483826,245.759949,284.613159,617.547607,217.307999,,,,86.979042,923.980713,375.762726,,,,,,,,,,272.646545,745.568481,174.949936
55,364.960052,699.120178,177.472244,72.672775,921.239380,245.884460,280.066772,615.751709,214.720871,,,,86.612816,924.416748,375.803772,,,,,,,,,,269.922180,744.200867,174.322159
56,362.435394,698.079285,176.320419,71.874290,922.246094,245.879272,276.178131,613.886963,212.063477,,,,86.332771,924.940430,375.818512,,,,,,,,,,267.934326,743.192688,173.061386
57,360.024353,697.346558,174.741180,71.308731,922.971558,245.673737,272.537354,612.125732,208.744293,,,,86.000969,925.468628,375.717072,,,,,,,,,,265.651184,742.003662,171.850723
58,358.069519,696.904846,172.853165,70.947632,923.492737,245.740829,269.177948,610.522705,205.713760,,,,85.706146,925.865234,375.608643,,,,,,,,,,263.509033,740.967468,170.421677
59,356.237732,696.213257,171.620178,70.530830,924.053406,245.701126,266.563599,608.880859,202.496033,,,,85.374992,926.193787,375.307434,,,,,,,,,,261.823883,740.121094,169.300308
60,354.234344,695.700378,169.759109,70.215546,924.619385,245.634888,263.619446,607.584595,199.566055,,,,85.138771,926.488098,375.117462,,,,,,,,,,259.938354,739.017151,167.702896
61,352.211365,695.229553,167.910614,70.044258,925.010437,245.562683,261.349731,606.255920,196.281540,,,,84.963043,926.681824,375.065186,,,,,,,,,,258.014069,738.104736,166.547348
62,350.694977,694.795898,166.481934,69.737526,925.304749,245.333786,259.111359,604.916077,193.464615,,,,84.748009,926.867615,374.904053,,,,,,,,,,256.412598,736.940613,165.115067
63,349.250641,694.387146,164.580658,69.456512,925.429688,245.179977,257.374451,603.814453,190.569946,,,,84.556511,926.910339,374.562347,,,,,,,,,,254.819565,736.251587,163.641861
64,348.234863,694.123840,161.810760,69.160675,925.438232,244.777374,255.890137,602.824524,187.636963,,,,84.430359,927.100952,374.512177,,,,,,,,,,253.510803,735.651672,162.028427
65,347.252441,693.805298,159.505035,68.847900,925.265259,244.524948,254.738724,601.842285,184.668228,,,,84.285652,927.141724,374.422211,,,,,,,,,,252.588730,734.913269,160.572525
66,346.081055,693.524658,157.856918,68.619186,925.049927,244.261246,253.421295,601.032776,182.266754,,,,84.073174,927.100281,374.217743,,,,,,,,,,251.228760,733.989868,158.867844
67,345.099335,693.562561,155.740280,68.376488,924.572266,244.284775,252.557846,599.988159,179.159195,,,,83.952698,927.027039,374.044189,,,,,,,,,,250.454346,733.362427,157.059174
68,344.905121,693.409485,153.621399,68.092926,924.191162,243.782166,251.978683,599.161804,176.890244,,,,83.823196,926.898804,373.693573,,,,,,,,,,249.674362,732.729004,155.118240
69,344.092529,693.065063,151.797165,67.858864,923.733765,243.663635,251.362213,598.404846,174.258789,,,,83.694817,926.676941,373.417236,,,,,,,,,,249.005844,732.084412,153.636780
70,343.413757,692.671265,149.972214,67.732841,923.384338,243.226425,250.977936,597.593994,171.834366,,,,83.427635,926.506836,373.116760,,,,,,,,,,248.385513,731.287964,152.421219
71,343.498657,692.633606,147.887985,67.631592,922.864563,242.888947,250.751114,596.902466,169.392639,,,,83.194450,926.274231,372.993927,,,,,,,,,,247.841904,730.755859,151.034317
72,343.144775,692.286804,145.444519,67.882401,922.246765,242.245544,250.569046,596.129944,166.973679,,,,83.023209,925.943176,372.791687,,,,,,,,,,247.808517,730.082153,148.852051
73,343.145020,692.145874,144.552826,68.001167,921.513672,241.603333,250.767410,595.390991,165.382492,,,,83.217903,925.721741,372.292358,,,,,,,,,,247.539246,729.388794,147.431992
74,342.789581,691.990540,142.601257,68.104492,920.901367,241.083191,250.846268,594.682800,163.471222,,,,83.224113,925.250183,371.886414,,,,,,,,,,246.821091,728.571472,146.330643
75,343.128448,691.723755,140.656616,68.051460,920.355896,240.311737,250.876450,594.082092,161.445404,,,,83.297066,924.957275,371.078613,,,,,,,,,,246.762878,727.953857,145.008453
76,342.843323,691.207825,139.025269,68.210258,919.478394,239.817154,251.275757,593.307861,159.128784,,,,83.229088,924.599182,370.606812,,,,,,,,,,246.839020,727.374329,143.796768
77,342.911133,690.534790,137.905563,68.519615,918.572998,239.356537,251.683563,592.343933,157.407303,,,,83.218773,924.199402,370.357697,,,,,,,,,,247.141327,726.528015,142.050934
78,342.892792,689.626160,137.404358,68.745956,917.940063,238.742233,251.743057,591.392822,155.368454,,,,83.163307,923.799316,369.990082,,,,,,,,,,246.937134,725.468262,140.637817
79,343.205078,688.912476,136.355560,68.940437,916.999023,237.921219,251.731293,590.537415,152.998199,,,,83.265060,923.324890,369.496582,,,,,,,,,,246.876236,724.604065,139.432892
80,343.627319,688.003357,134.473450,69.308212,915.838257,237.349350,251.688950,589.492371,151.148071,,,,83.323479,922.795776,369.103638,,,,,,,,,,246.638748,723.887817,138.633652
81,343.621399,686.856323,133.761536,69.641434,915.099487,236.835495,251.906601,588.346558,148.224716,,,,83.462418,922.392700,368.877197,,,,,,,,,,247.444336,722.827209,136.875870
82,343.405823,685.638733,133.453979,70.125259,913.985352,236.513214,251.590820,587.562805,146.239334,,,,83.571579,921.926819,368.440063,,,,,,,,,,247.820480,722.057129,135.661270
83,343.085846,684.475464,132.641479,70.658470,912.976440,235.912079,251.916870,586.253845,143.891357,,,,83.731392,921.449036,368.121490,,,,,,,,,,247.901199,720.940674,134.644989
84,343.883728,683.178223,130.919830,71.196907,912.231384,234.751556,252.212204,585.161316,141.369370,,,,83.929665,920.945679,367.644501,,,,,,,,,,248.144638,719.963013,133.969223
85,344.657440,681.869019,129.103165,71.688843,911.058533,234.294739,251.647781,584.535767,139.958145,,,,84.121498,920.280151,367.098846,,,,,,,,,,248.931717,719.010498,132.466873
86,344.819489,680.172180,128.115433,72.384384,909.936035,233.840652,251.977982,583.565735,137.666687,,,,84.388222,919.814026,366.500732,,,,,,,,,,249.453598,718.293213,131.044357
87,344.889313,679.065247,127.710220,73.200905,909.109558,233.162262,252.481781,582.423950,135.707367,,,,84.644249,919.266357,366.206757,,,,,,,,,,249.887222,717.466980,130.020676
88,345.777222,678.000488,126.468079,74.004936,907.952759,232.530289,252.537033,581.844177,135.285568,,,,84.870132,918.702576,365.906860,,,,,,,,,,250.207062,716.325745,129.347275
89,346.044037,676.257751,124.789093,74.930626,906.987854,231.907547,253.401184,580.973022,133.480087,,,,85.127403,918.073730,365.393768,,,,,,,,,,250.934540,715.481628,127.884651
90,345.666077,675.169861,124.562370,75.706367,906.166687,231.334564,254.335739,580.163208,131.438629,,,,85.486626,917.416016,364.620087,,,,,,,,,,251.442841,714.743591,126.641365
91,346.282654,674.038818,123.148758,76.416092,904.977966,230.658600,254.953751,579.278198,130.384598,,,,86.000465,916.810913,363.873962,,,,,,,,,,251.808914,713.969849,125.943283
92,347.135406,672.605957,120.963249,76.867210,904.103516,229.776352,255.322372,578.529236,129.866562,,,,86.371643,916.244080,363.373322,,,,,,,,,,252.024521,713.021118,125.295334
93,347.680054,671.263733,120.014725,77.730186,903.343445,229.127472,255.913086,577.767761,128.752151,,,,86.619484,915.541016,363.004730,,,,,,,,,,252.667908,712.303833,123.835220
94,347.645538,669.760437,119.155037,78.801392,902.241089,228.617126,256.767487,577.257385,127.419792,,,,86.905876,914.783936,362.656769,,,,,,,,,,253.309967,711.628662,122.655411
95,347.600494,668.488953,118.002129,79.730743,901.401550,228.215790,257.239136,576.622559,126.871269,,,,87.254875,914.202820,362.329193,,,,,,,,,,253.749313,710.730835,122.080200
96,347.962769,667.158875,116.646149,80.607086,900.582336,227.061813,257.792664,575.899597,126.128342,,,,87.557907,913.638367,361.897034,,,,,,,,,,254.088226,709.695740,121.353043
97,348.603699,665.768066,115.785019,81.406273,899.616821,226.074219,258.447540,575.038269,125.129143,,,,87.964523,912.954529,361.129639,,,,,,,,,,254.553513,709.004944,120.519531
98,348.724823,664.240540,114.561066,81.994102,898.758728,225.785736,259.304230,574.307983,123.602547,,,,88.422180,912.226013,360.531555,,,,,,,,,,255.309708,708.465637,119.091026
99,348.490814,662.556580,113.583916,82.527039,898.139038,225.716324,260.128174,573.861450,122.273148,,,,88.698875,911.723022,360.210571,,,,,,,,,,255.873276,707.797729,118.323059
100,349.173187,661.277039,111.783653,83.281761,897.307190,225.275253,260.949646,573.326233,121.129616,,,,88.857735,911.177307,359.874695,,,,,,,,,,256.225586,706.662476,118.086472
101,349.677704,659.885010,110.011375,84.163284,896.345764,224.675781,261.521179,572.652954,120.242874,,,,89.120392,910.694153,359.573761,,,,,,,,,,256.665710,705.849243,117.261879
102,350.055511,658.635681,109.499260,85.075691,895.787109,224.248230,262.010681,571.959351,119.507385,,,,89.322090,910.208740,359.279022,,,,,,,,,,257.128876,705.231995,116.528015
103,350.070374,657.432556,107.929581,85.720688,895.323242,223.711090,263.176849,571.175354,118.062248,,,,89.634193,909.627869,358.899414,,,,,,,,,,257.808899,704.626587,115.414185
104,350.565735,656.467651,106.156303,86.211090,894.648682,223.243240,264.596741,570.748535,116.950035,,,,89.883354,909.207153,358.490631,,,,,,,,,,258.356506,703.940491,114.833565
105,350.772064,655.616211,104.913139,86.496590,893.941345,222.624832,266.326569,570.510620,115.980789,,,,89.997086,908.790710,358.072327,,,,,,,,,,258.623871,703.362915,114.527100
106,350.910828,654.552612,103.972267,87.043800,893.425415,222.183762,268.026398,570.189514,114.827011,,,,90.171242,908.376465,357.800934,,,,,,,,,,258.965424,702.836304,114.280350
107,351.642822,653.387451,102.321480,87.612534,893.010132,221.667465,269.775909,570.023682,113.705994,,,,90.213142,907.958618,357.407013,,,,,,,,,,259.451172,702.211365,113.829559
108,352.007782,651.874268,100.490730,88.241638,892.872437,221.275223,272.355927,569.971313,112.434334,,,,90.379639,907.541931,357.113129,,,,,,,,,,259.818939,701.834412,113.374245
109,351.842194,650.852844,99.513000,88.688080,892.582092,220.944183,274.778320,570.173035,111.308739,,,,90.498795,907.129028,356.922394,,,,,,,,,,260.226807,701.418762,112.540817
110,351.659729,649.833496,98.028244,89.096420,892.091797,220.969040,277.936920,570.566101,110.230797,,,,90.825996,906.863098,356.515381,,,,,,,,,,260.843323,700.807922,112.056343
111,351.626770,648.668945,96.747055,89.472595,891.612854,220.909576,280.552826,571.431824,109.137291,,,,90.928299,906.544678,356.340149,,,,,,,,,,261.275482,700.341370,111.682907
112,351.614258,647.594604,95.934769,89.744797,891.239929,220.797012,283.674438,572.100281,108.388084,,,,90.929344,906.225281,356.195526,,,,,,,,,,261.515625,699.960327,111.546799
113,352.067963,646.732239,94.864723,90.067612,890.806519,220.361191,285.938263,573.046814,107.513435,,,,91.048096,905.903381,356.004028,,,,,,,,,,261.813995,699.833496,111.507393
114,352.511444,646.349304,94.096649,90.310867,890.534790,219.988876,286.489014,573.247009,107.307678,,,,91.211311,905.558411,355.690979,,,,,,,,,,262.196869,699.648132,111.537659
115,352.847046,646.356567,94.014290,90.526367,890.323181,219.699280,287.349060,573.466064,107.437294,,,,91.255325,905.234314,355.432922,,,,,,,,,,262.442413,699.467590,111.541313
116,353.060303,646.294678,94.100121,90.672531,890.132446,219.121567,288.310638,573.626587,107.444618,,,,91.340057,904.912659,355.227203,,,,,,,,,,262.639008,699.424622,111.517288
117,353.212494,646.269714,94.219467,90.839378,890.070068,219.201492,288.964172,573.614502,107.314903,,,,91.343246,904.585266,355.001404,,,,,,,,,,262.939362,699.314026,111.600220
118,353.186676,646.146240,94.326004,90.942398,889.955627,218.937454,289.502380,573.753906,107.107658,,,,91.396355,904.249207,354.829742,,,,,,,,,,263.175171,699.295593,111.643219
119,353.374390,645.963379,94.312286,91.082054,889.996460,218.966064,289.902191,573.787781,107.077286,,,,91.435600,904.020874,354.532867,,,,,,,,,,263.251129,699.272644,111.727173
120,353.548676,645.891296,94.377151,91.105095,889.888000,218.730591,290.245361,573.798218,107.150520,,,,91.432373,903.772827,354.259766,,,,,,,,,,263.299957,699.206299,111.832069
121,353.782196,645.862732,94.560555,91.148003,889.798828,218.608246,290.539124,573.763062,107.230568,,,,91.427658,903.533325,354.056946,,,,,,,,,,263.390381,699.084351,111.946793
122,354.026764,645.784729,94.765396,91.096924,889.731995,218.484756,290.853699,573.710815,107.258560,,,,91.335762,903.294922,353.916992,,,,,,,,,,263.423462,699.050293,111.959221
123,354.206573,645.758484,94.901451,91.090996,889.720886,218.445145,291.185059,573.679871,107.355713,,,,91.262802,903.055298,353.755096,,,,,,,,,,263.457367,698.917603,112.026260
124,354.437988,645.677307,95.151367,91.200478,889.694031,218.245300,291.208496,573.598633,107.345970,,,,91.176788,902.792175,353.659210,,,,,,,,,,263.452179,698.797913,112.051826
125,354.472321,645.656677,95.327332,91.245705,889.628845,218.140060,291.285034,573.575928,107.355469,,,,91.032059,902.559753,353.540863,,,,,,,,,,263.437012,698.695374,112.065407
126,355.106567,644.552734,95.965965,91.090675,889.549500,218.013275,291.307129,573.503906,107.304443,,,,90.870316,902.309143,353.338593,,,,,,,,,,263.464783,698.632996,112.169708
127,354.678589,645.337341,95.734497,90.947762,889.449158,218.011612,291.305481,573.477295,107.297958,,,,90.887810,902.074646,353.180237,,,,,,,,,,263.410522,698.526184,112.266922
128,354.524261,645.514221,95.894753,90.518768,889.209229,218.261581,291.286835,573.468323,107.312935,,,,90.633629,901.881897,353.331085,,,,,,,,,,263.401428,698.485962,112.301453
129,354.344391,645.397827,96.468727,90.294395,888.997925,218.365173,291.209412,573.430847,107.288338,,,,90.480568,901.628784,353.353027,,,,,,,,,,263.307129,698.388489,112.374352
130,354.003754,645.309814,97.103989,90.222374,888.925354,218.051025,291.145447,573.385193,107.352005,,,,90.254982,901.363464,353.371216,,,,,,,,,,263.233276,698.309204,112.537659
131,353.816345,645.173157,97.969040,90.195923,888.891602,217.568283,291.007965,573.295349,107.447388,,,,90.062798,901.062317,353.440552,,,,,,,,,,263.080231,698.286316,112.610390
132,353.518005,645.072144,98.621971,90.034279,888.756958,217.114029,290.843170,573.338501,107.658859,,,,89.916779,900.774597,353.478027,,,,,,,,,,262.978271,698.283386,112.684242
133,353.169708,645.046143,99.339333,89.702187,888.664001,217.064194,290.567810,573.157227,108.049431,,,,89.730942,900.491516,353.531372,,,,,,,,,,262.841980,698.152039,112.893524
134,352.845825,645.029846,100.138077,89.290726,888.397705,217.200073,290.269348,573.227417,108.444649,,,,89.527115,900.218384,353.568298,,,,,,,,,,262.570251,698.043945,113.126884
135,352.772034,644.913269,100.532127,88.787476,888.228027,217.394669,289.978210,573.203735,108.960670,,,,89.411629,899.885071,353.523407,,,,,,,,,,262.089783,697.927734,113.535347
136,352.360352,644.905457,101.376808,88.310440,887.975647,218.146561,289.648041,573.143433,109.496361,,,,89.213127,899.495789,353.520599,,,,,,,,,,261.881531,697.862000,114.032539
137,351.861450,644.847961,102.426956,87.879723,887.791077,218.663284,289.390045,573.154724,110.128021,,,,89.056763,899.134399,353.551941,,,,,,,,,,261.248413,697.670288,114.722923
138,351.532623,644.702515,103.344978,87.470169,887.590881,218.785049,289.165497,573.029724,110.589592,,,,88.858658,898.794922,353.513458,,,,,,,,,,260.786407,697.538818,115.421860
139,351.476593,644.686157,104.112259,87.239433,887.536560,218.703751,288.972046,572.879822,111.003036,,,,88.750504,898.552734,353.487549,,,,,,,,,,260.536926,697.265442,115.903938
140,351.412018,644.540771,104.915207,86.397491,887.293701,219.271240,288.771790,572.583313,111.854599,,,,88.737801,898.369995,353.312988,,,,,,,,,,260.271301,696.952881,116.331505
141,351.049377,644.392090,105.916565,86.289536,887.404846,218.850067,288.557037,572.302551,113.009201,,,,88.482506,898.072449,353.397430,,,,,,,,,,259.981934,696.560547,116.833290
142,350.806274,644.239075,107.161034,86.132736,887.511780,218.318237,288.441772,571.986572,113.708633,,,,88.337563,897.831177,353.499298,,,,,,,,,,259.446167,696.338135,117.786880
143,350.556030,644.089111,108.301125,85.717598,887.450867,218.165146,288.173370,571.780945,114.444908,,,,88.145790,897.570251,353.499573,,,,,,,,,,258.752869,695.941956,118.893646
144,350.197876,643.775818,109.442970,85.266846,887.423401,218.477951,288.113312,571.388916,115.128120,,,,87.896851,897.303711,353.566895,,,,,,,,,,258.239258,695.611755,119.726448
145,349.823303,643.506592,110.536438,84.746353,887.203979,219.046524,288.104462,570.932556,115.885384,,,,87.680542,897.017517,353.728333,,,,,,,,,,258.010925,695.238647,120.193626
146,349.425049,643.262817,111.665138,84.131607,886.904846,219.607483,287.981140,570.495728,116.644356,,,,87.407410,896.737244,353.896271,,,,,,,,,,257.765717,694.773193,120.632622
147,348.983459,642.947083,112.864616,83.673637,886.676636,219.859268,287.923126,570.042419,117.781563,,,,87.104088,896.433899,353.839294,,,,,,,,,,257.267548,694.135925,121.357132
148,348.628265,642.428284,114.499718,83.192078,886.442749,220.157364,287.643463,569.683167,119.262428,,,,86.766647,896.165466,353.919128,,,,,,,,,,256.458710,693.535706,122.943428
149,348.437439,642.000854,115.546646,82.661163,886.069946,220.392075,287.342133,569.133850,120.531281,,,,86.421356,895.949585,354.120300,,,,,,,,,,255.754822,693.022705,124.237015
150,348.160095,641.551392,116.910622,82.219109,885.714478,220.447479,287.054108,568.413513,121.756989,,,,86.112602,895.672791,354.355621,,,,,,,,,,255.399063,692.293701,125.075134
151,347.819489,640.830750,118.369530,81.836548,885.280701,220.546097,286.748199,567.474182,123.026787,,,,85.985336,895.393372,354.359344,,,,,,,,,,254.925461,691.632996,126.001335
152,347.383698,640.282043,119.649620,81.275696,884.945984,220.687088,286.608734,566.665894,124.010750,,,,85.869728,895.191162,354.394073,,,,,,,,,,254.230591,690.692688,127.441391
153,346.796844,639.563171,121.217850,80.834106,884.452209,221.069443,286.234222,566.215088,125.274010,,,,85.748924,894.916687,354.357086,,,,,,,,,,253.821442,689.823181,128.451263
154,346.367340,638.607056,122.728676,80.386559,884.166687,221.229507,286.024567,565.176453,127.020500,,,,85.705971,894.621094,354.863464,,,,,,,,,,253.701233,689.163635,129.436386
155,345.899384,637.682556,124.309135,79.946899,883.677185,221.353424,285.442108,564.243896,128.907303,,,,85.578026,894.277405,355.129700,,,,,,,,,,253.256805,688.266174,131.057007
156,345.696228,636.781799,125.582901,79.408989,882.960144,221.721283,284.965424,563.341248,130.440598,,,,85.511368,893.846375,355.268982,,,,,,,,,,252.601044,686.966919,132.566269
